id,study_id,doi,year,journal,title,realm,host_kingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species,host_common_name,host_latin_name,environment,environment_sub,environment_sub_sub,animal_gut,sequencing_platform,dna_extraction_method,dna_extraction_material,dna_extraction_unit,dna_extraction_amount,location,city,latitude,longitude,Abstract,dataset
SRR6911946,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911947,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911948,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911949,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911950,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911951,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911952,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911953,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911954,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911955,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911956,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911957,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911958,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
SRR6911959,71,10.1186/s40168-018-0547-8,2018,"Microbiome","Dichotomous development of the gut microbiome in preterm infants",Organism,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Sapiens,Human,Homo sapiens,Human,Feces,null,Yes,Illumina MiSeq,"MoBio PowerFecal DNA kit","Stool samples obtained at 2 weeks, the 3rd week, and the 4th week after birth","mass","0.1-0.25 g",USA,"Tampa",27.937898,-82.459625,"Preterm infants are at risk of developing intestinal dysbiosis with an increased proportion of Gammaproteobacteria. In this study, we sought the clinical determinants of the relative abundance of feces-associated Gammaproteobacteria in very low birth weight (VLBW) infants. Fecal microbiome was characterized at 2 weeks and during the 3rd and 4th weeks after birth, by 16S rRNA amplicon sequencing. Maternal and infant clinical characteristics were extracted from electronic medical records. Data were analyzed by linear mixed modeling and linear regression.Clinical data and fecal microbiome profiles of 45 VLBW infants (gestational age 27.9 -2.2 weeks; birth weight 1126- 208 g) were studied. Three stool samples were analyzed for each infant at mean postnatal ages of 9.9-3, 20.7-4.1, and 29.4-4.9 days. The average relative abundance of Gammaproteobacteria was 42.5% (0-90%) at 2 weeks, 69.7% (29.9-86.9%) in the 3rd, and 75.5% (54.5-86%) in the 4th week (p<0.001). Hierarchical and K-means clustering identified two distinct subgroups: cluster 1 started with comparatively low abundance that increased with time, whereas cluster 2 began with a greater abundance at 2 weeks (p<0.001) that decreased over time. Both groups resembled each other by the 3rd week. Single variants of Klebsiella and Staphylococcus described variance in community structure between clusters and were shared between all infants, suggesting a common, hospital-derived source. Fecal Gammaproteobacteria was positively associated with vaginal delivery and antenatal steroids.We detected a dichotomy in gut microbiome assembly in preterm infants: some preterm infants started with low relative gammaproteobacterial abundance in stool that increased as a function of postnatal age, whereas others began with and maintained high abundance. Vaginal birth and antenatal steroids were identified as predictors of Gammaproteobacteria abundance in the early (2 weeks) and later (3rd and 4th weeks) stool samples, respectively. These findings are important in understanding the development of the gut microbiome in premature infants.",MiCoDa
